Tweet,Sentiment,Type,HS_Target,HS_Topic
dinda pe anyaannya apa kalau sosial adalah gue belum ,Negative,Abusive,Other,Other
ada 2 hal yang diwariskan ke anak cucu kita ilmu pengetahuan kelestarian alam banyak belajar dan cintai alam,Positive,Neutral,Other,Other
tomohon juga merupakan pusat pembelajaran agama kristen dan katolik ada tempat khusus untuk berdoa dan meditasi yang disebut bukit kasih sebuah tempat suci yang indah dan tenang tomohon international flower festival dan nun ,Positive,Neutral,Other,Other
 aduh aduh gembel dilarang masuk ,Negative,Abusive,Other,Other
 lt membuat kepalanya pening belum lagi beberapa istilah dalam psikologi yang membuatnya harus membuka mesin pencarian terlebih dahulu untuk menge i a i dibalik kata kata yang baginya asing itu dan satu hal yang membuatnya senang mengerjakan tugas,Positive,Neutral,Other,Other
 lo kenapa kalau saya kristen saya pasti bakal menyimpan mp3nya di handphone ,Positive,Neutral,Other,Other
 lidah buaya ,Positive,Neutral,Other,Other
tolak hoaks dan sukseskan pilihan kepala daerah damai di kota kediri ,Positive,Neutral,Other,Other
beda tingkat intelektualitasnya meskipun be emu dengan orang yang sama 2019 ganti presiden,Negative,Hate Speech,Individual,Other
persebaran ekonomi dan kemakmuran harus kita jamin diterapkan dengan adil dan merata madura dapat dijadikan sebagai pusat ekonomi syariat di jawa timur semua saudara semua makmur gus ipul mbak puti semua bersaudara semua makmur jawa timur bersaudara satria muda,Positive,Neutral,Other,Other
siapa curi samping lelaki sekolah agama nih,Positive,Neutral,Other,Other
kasiter bese a musyawarah pimpinan daerah tinjau sasaran fisik tentara nasional indonesia manunggal membangun desa ke 102 komando distrik militer 1709 nyawa dan sasaran tentara nasional indonesia manunggal membangun desa berupa pembangunan 14 unit rumah tipe 56 pembuatan 2 unit pendidikan anak usia dini di kamp cina tua dibangun 13 unit rumah kampung ketuapi 1 unit rumah kampung serui laut dan pasir puti,Positive,Neutral,Other,Other
 kristen nusantara juga ada ada gerejanya malah gereja kristen jawa gereja kristen jawa ,Positive,Neutral,Other,Other
 aku akun baru masa sisa checkout minggu ini sudah habis anjir bagaimana dong mau belanja nih ,Negative,Abusive,Other,Other
 goblok nih para alumni 212 sampah ,Negative,Hate Speech & Abusive,Group,Other
aku ronaldo pardede siswa sampai katolik santo petrus kelas 1a 2b 3c 1984 1987 ,Positive,Neutral,Other,Other
 mengambang kayak tai jir ,Negative,Abusive,Other,Other
memek sudah basah nih mas xf0 x9f x98 x89 ,Negative,Abusive,Other,Other
buddha membunuhi islam di myanmar,Negative,Hate Speech,Group,Religion
lebih 700 rumah amp masjid rohingya dibakar teroris buddha di begitu 14 9 ,Negative,Hate Speech,Group,Religion
imajinasi gue sama jebi sudah modar ketabrak meteor ,Positive,Neutral,Other,Other
aktivis pencegahan hiv aids menduga pekerja seks komersial elmo pindah jayawijaya uniform resource locator,Positive,Neutral,Other,Other
 bodoh sial anak anjinggg maju kamu sini setan sweater mansoura ,Negative,Hate Speech & Abusive,Individual,Other
 duh istilah kata pepatah tiada kenal mk tiada sayang pucuk dicinta ulam tiba jika berjodoh sebagaimana,Positive,Neutral,Other,Other
 tanya juragan silit ,Negative,Abusive,Other,Other
bhayangkara pembina keamanan dan ketertiban masyarakat kepolisian sektor campaka sambang warga sosialisasi anti hoaks menjelang pilihan kepala daerah,Positive,Neutral,Other,Other
su pin siswi sekolah dasar katolik karya yosef kelas 6b 1983 istrinya ronaldo pardede yang sah ,Positive,Neutral,Other,Other
 para alumni tidak demo itu bawang asing di impo wkwk ,Positive,Neutral,Other,Other
mau bertanya ke admin sebelum bahas soal ekonomi hutang negara defisit bocor dan lain lain dan sebagainya dulu pas pelajaran ekonomi sudah belajar bedanya uang ke as uang koin uang kakak al dan uang giral kan sudah kan ,Positive,Neutral,Other,Other
gus ipul mbak puti berkomitmen meningkatkan perhatian pada kaum ibu dan anak gus ipul puti 2 ,Positive,Neutral,Other,Other
 ketika tidak berhasil menyodorkan prestasi tokohnya tidak ada prestasi pak ainya maka yang muncul adalah aksi menjelek menjelekkan lawan kasihan sih manis tetapi bego diperalat syahwat kekuasaan ,Negative,Hate Speech & Abusive,Group,Other
 hijrahlah sebelum terlambat saya yakin semua akan menjadi cebong ,Negative,Hate Speech & Abusive,Group,Other
 masih kaku untuk berlagak masih gilakan membuat corak masih lagi cuba mengorak masih lagi terus bergerak masih ramai yang xe2 x80 xa6 ,Positive,Neutral,Other,Other
 ya sudah sana gih ke kebun binatang ke kandang buaya ,Positive,Neutral,Other,Other
 semakin aneh di rezim ini rakyat sudah pintar mas bro terima kasih media sosial xf0 x9f x98 x80 ,Positive,Neutral,Other,Other
 saya berniaga katering makanan bila dapat tempahan untuk kursus kursus saya akan tanya ada tak hadir yang beragama hindu atau vegeterian memang beberapa kali ada amp saya sediakan menu lain walaupun hanya untuk 2 3 orang janganlah tunggu orang hormat kita kita buat,Positive,Neutral,Other,Other
 harusnya dewan perwakilan rakyat di bubarkan saja tidak ada fungsinya menghabiskan anggaran saja ladang korupsi uang mahar lah ,Negative,Hate Speech,Group,Other
 kalau mundur kemungkinan besar tak maulah karena merasa benar kalau dipecat menguntungkan bagi pak gatot betul tidak lus ,Negative,Hate Speech,Individual,Other
diminta teduhkan tensi pilihan kepala daerah ulama malah menyatakan dukung jokowi untuk mencalonkan diri lagi sebagai presiden rakyat mau jokowi 2019,Positive,Neutral,Other,Other
 lah mau pakai syariat islam atau tidak akhirnya kembali bergantung kepada manusia sebagai pelakunya di negara negara ateis kenapa korupsi malah minim plus bisa hidup damai sejahtera ,Positive,Neutral,Other,Other
 ya ngewe saja ayo ,Negative,Abusive,Other,Other
 kamu bong tidak dengar jeritan petani tidak dengar jeritan petani garam apa jangan kamu bolot akut pemerataan apa yang kamu maksud bong gue mohon dengan sangat segeralah bersihkan kerak otak lumpur kamu yang sudah mengira,Negative,Hate Speech & Abusive,Individual,Physical
 a is di pilihan kepala daerah jawa timur a is2 ibu kota asal jawa timur pada kumpul musim pilihan kepala daerah siap siap a is dangdut ikut mendulang suara siap siap saja ya f off airmu tambah lagi fildan,Positive,Neutral,Other,Other
 kitab kalian merasa di hina laporkan dia ke polisi kok jadi ke munafik hubungannya mewaspadai cebong kafir yang mengakui mengakui islam ,Negative,Hate Speech & Abusive,Group,Religion
 be uhandijalanan buku sulung dari pengembara tegar khairul jamain pengembaraan aktivis falsafah alam politik ekonomi budaya cinta be uhandijalanan akan menemui kalian di booth 4003 4004 dewan tun razak 4 pesta buku antarabangsa kuala lumpur 2018 27 apr 6 mei 20,Positive,Neutral,Other,Other
 tak terbantahkan dialah yang goblok ,Negative,Hate Speech & Abusive,Group,Other
jika negeri ingin selamat cuma 1 syarat lengserkan jokowi jaga negara kesatuan republik indonesia selamatkan negeri ini ,Negative,Hate Speech,Individual,Other
 mentang mentang berkuasa semua mau diambil bahkan juga kewenangan yudisial sarap ,Negative,Hate Speech & Abusive,Individual,Physical
lesbi celaka uniform resource locator,Positive,Neutral,Other,Other
 kamu kalau mau jadi jablay pro belajar dulu enggak jangan langsung pap tete pap tete dong ,Negative,Hate Speech & Abusive,Individual,Other
 saya mau tanya yang di lakukan ahok sukmawati joshua ge pamungkas yang saat itu ramai mengandung unsur penistaan agama menurut dan itu penistaan agama bukan ,Negative,Hate Speech,Individual,Religion
kasihan warga daerah khusus ibukota cuma di php belum dilantik anies kini batalkan janji kampanyenya yaitu soal uniform resource locator,Negative,Hate Speech,Individual,Other
usir buddha indonesia jika mereka diam melihat pembantaian ini uniform resource locator,Negative,Hate Speech,Group,Religion
bagaimana keluarga presiden indonesia jawaban semua keluarganya punya prioritas dan kisahnya masing masing ,Positive,Neutral,Other,Other
 3 kali mencalonkan presiden 3 kali gagal apa tidak tolol itu namanya ,Negative,Hate Speech & Abusive,Individual,Other
sebutan kampret itu terlalu kejam karena a i simbolisnya amat dalam untuk hal benderang ia tidur siang dengan kepala terbalik di bawah dan malah melek cari mangsa di gelap malam ,Positive,Neutral,Other,Other
 ya mungkin mbak mbak dan mas mas ini perlu kembali kebelakang mengulas sejarah pancasila dan kenapa di negara ini dulu sudah terbentuk pancasila tapi partai komunis indonesia masih ada bera i partai komunis indonesia berketuhanan dong ,Positive,Neutral,Other,Other
 mari kita tonton partai kebangkitan bangsa pak ai kebelet banget lawan ppp pak ai pepet presiden siapa yang jadi pemenangnya ,Negative,Hate Speech,Group,Other
masyaallah indahnya melihat kedua tokoh tersebut allahu akbar,Positive,Neutral,Other,Other
situs sangiran jawa tengah luas empat puluh delapan kilometer persegi ditetapkan oleh unesco sebagai daftar warisan budaya dunia tahun 1996 ,Positive,Neutral,Other,Other
 kabur pemain kamu saja yang dongok tribun kosong dipanjat haha dan ah payah sudah kontol kontolan haha ,Negative,Hate Speech & Abusive,Group,Gender
 ayah aku oku tangan kiri cacat alhamdulillah semua kerja dia boleh handle aku bersyukur dapat ayah yang istimewa ,Positive,Neutral,Other,Other
 masih tergolong asing baginya dan untung saja ia sudah meminta tolong kepada sesepuh di pasar untuk menggambarkan sebuah peta sederhana sebagai panduan baginya untuk menelusuri lingkungan sekitar tanpa perlu takut untuk tersesat dan namun mengingat,Positive,Neutral,Other,Other
 kang aher berhasil kartu perlindungan sosial dengan bandara internasional jawa barat untuk meningkatkan ekonomi rakyat jabar untuk pembangunan generasi milenial nya ini yang nyata,Positive,Neutral,Other,Other
 abg generasi micin sudah hafal kalau gesekan kontol di memek itu nikmat uniform resource locator,Negative,Abusive,Other,Other
 sitip nih sitip ,Positive,Neutral,Other,Other
kenapa tidak meminta sekalian lengserkan jokowi biar sekalian kelihatan gobloknya ,Negative,Hate Speech & Abusive,Individual,Other
 mahasiswa kocak cuma modus rakyat indonesia 250 juta bukan 25 orang sontoloyo ,Negative,Hate Speech & Abusive,Group,Other
 titit titit berhamburan keluar ,Negative,Abusive,Other,Other
 hyunjin mau kejar kejaran kayak film hollywood sambil lempar bom ,Positive,Neutral,Other,Other
 lah kalau lesbi mana menganggap dirinya salah apa salahnya cinta kan maaf nih aku normal tapi tidak pernah tanggap yang lesbi gay bisexual sebagai kesalahan xf0 x9f x98 xad xf0 x9f x98 xad aku ingin hidup berdampingan sama orang orang yang dipandang sebelah sama,Positive,Neutral,Other,Other
 bagaimana dengan junjungan kamu jam 1 bilang gebuk jam 1 15 jangan ada sweeping partai komunis indonesia ,Negative,Hate Speech,Individual,Other
 pak walau anda muslim sebagai menteri agama anda wajib jujur jelaskan isi alquran yang sebenarnya,Positive,Neutral,Other,Other
kang sudrajat dan pak syaikhona didukung oleh para ulama jawa barat insyaallah jadi gubernur jabar 2019 2024 sudrajat syaikhu nomor tiga jawa barat asyik pilihan prabowo untuk jawa barat,Positive,Neutral,Other,Other
 eh kamu partai komunis indonesia miband haha sudah tinggal sudah zaman jam besi mira ,Positive,Neutral,Other,Other
 edan jauh jauh dari pbg ke purwokerto hanya untuk ngeles ,Negative,Abusive,Other,Other
ya kasihan nih para cewek cewek yang tidak pernah menonton bokep jadi melihat atlet buka baju saja langsung pada sange ,Negative,Abusive,Other,Other
 ngentot apa enaknya crot di luar ,Negative,Abusive,Other,Other
 anggota dewan perwakilan rakyat nya saja yang dipotong ,Positive,Neutral,Other,Other
iya negara ini sangat tak pantas dipimpin seorang yang tak paham mengelola negara dengan benar lengserkan jokowi,Negative,Hate Speech,Individual,Other
chadli cacat mala dembele yang diganti tetapi sama sama cacat sih xf0 x9f x98 x82 ,Negative,Hate Speech & Abusive,Individual,Other
komisi pemberantasan korupsi periksa gubernur dan calon wakil gubernur sumatra utara ijeck sah,Positive,Neutral,Other,Other
 ruhut jangan jangan prabowo pernah strok fadli zon jangan jangan ruhut gila indonesia lawyers club prabowo menyerang ,Negative,Abusive,Other,Other
wooyyy anjing ibumu pelacur ya pantas saja kelakuan kamu bejat dasar anak haram wkwk di ,Negative,Hate Speech & Abusive,Group,Gender
ada bahan baru buat dibahas buat 5 tahun ke depan bukan showtime doang bukan acara yang ada 3 makhluk kampret dan yang dihebohkan fan dua belas sinting ,Negative,Hate Speech & Abusive,Group,Other
buku lawas begitu peranan agama dan moral dalam pembangunan masyarakat dan ekonomi indonesia syafruddin prawinegara tahun 1966 32 hal harga 150 000 minat ,Positive,Neutral,Other,Other
njinggg bencong banyak gaya pakai blok blok wa ,Negative,Hate Speech & Abusive,Individual,Gender
 itu adalah ceramah untuk kalangan internal dan saya yakin setiap pemuka agama akan mengkhutbahkan yang sama sama kayak istilah kafir untuk non muslim dalam agama islam dan domba tersesat dalam agama kristen kalau dogma agama bisa,Positive,Neutral,Other,Other
kata cewek semua lelaki itu berengsek nah guys kalau kamu berengsek berbanggalah bra i kamu laki ,Negative,Abusive,Other,Other
provinsi gorontalo dengan visi dan misi gubernur menjadikan sektor perikanan dan kelautan sebagai salah satu program prioritas dalam peningkatan ekonomi kerakyatan dimana pembangunan sektor perikanan dan kelautan diharapkan,Positive,Neutral,Other,Other
 tiap pulang mama selalu bertanya mana pacarnya suruh main kesini alah sama anakmu ini masih tergila gila sama orang kuriahh xe2 x80 xa6 ,Positive,Neutral,Other,Other
 adakan makanya saya kan mau nyanyi district sama jablay juga ,Negative,Abusive,Other,Other
ya ampun adem banget nih saudari fungsionaris ,Positive,Neutral,Other,Other
headline transaksi tunai dibatasi maksimal rupiah 100 juta ekonomi terganggu ,Positive,Neutral,Other,Other
 freepo tidak bisa diganggu gugat tanya rezim orde baru mereka yang bikin perjanjian abadi ,Positive,Neutral,Other,Other
x yang dimaksud rg bukan al alquran iya yakin memang al alquran bukan kitab suci x yakinlah dia tidak maksud begitu iya ahok juga tidak bermaksud menista agama lo x oi tidak bisa lah bohong dia dasar kafir ,Negative,Hate Speech & Abusive,Individual,Religion
gubernur indonesia ,Positive,Neutral,Other,Other
 besok kalau prabowo mencalonkan presiden lagi kalau masih teriak teriak negara kesatuan republik indonesia harga mati jangan dipercaya ya,Negative,Hate Speech,Individual,Other
 ogah presiden kacung siapapun orangnya yang penting juga presiden kacung ,Negative,Hate Speech & Abusive,Individual,Other
kalau begini bagaimana rakyat tidak curiga bahwa rezim sekarang anti islam pak uniform resource locator,Negative,Hate Speech,Individual,Religion
 katanya rakyat hidup susah di rezim jokowi kok bisa ke rusia ,Positive,Neutral,Other,Other
berak kamu ,Negative,Hate Speech & Abusive,Individual,Other
ketika anda lihat setan jangan lah anda takut siapa tau setan itu sedang mencari saudaranya dan mungkin itu anda xcb x98 xe3 x83 xae xcb x98 goblok ketik ketik ,Negative,Abusive,Other,Other
 sih sudah pasti memakai rohingya untuk serang ,Negative,Hate Speech,Individual,Other
 iya memang kayak begitu sih kadang umur sebegitu sudah pada merokok dan orang tuanya itu b saja terus ya kalau berbicara kayak begitu kayak berbicara biasa saja gue kan juga sering berbicara anjing kontol begitu di sini tetapi kalau lagi marah begitu ,Negative,Abusive,Other,Other
 haha mampus dan selamat bergalau ria ,Negative,Hate Speech & Abusive,Individual,Other
 apa dia berani bilang isu saracen digoreng untuk serang lawan lawan jokowi ,Negative,Hate Speech,Individual,Other
kampungan ya pendukung agus harimurti yudhoyono hypertext transfer protocol over secure socket layer t co gmezpoylsy,Negative,Hate Speech & Abusive,Group,Other
 warga semarang prihatin kontroversi puisi gus mus,Positive,Neutral,Other,Other
model seksi sini ngentot di direct message sama gue pret detail fr bule ,Negative,Abusive,Other,Other
persetan dengan bocah kontol yang sok kerad kecewa sekolah ganti nama xf0 x9f x98 x92 xf0 x9f x98 x92 sok pemes kamu tong biar apa coba dan sekolah kamu kerjaannya cuma pacaran tidur sama jajan saja sok sok an bilang harga diri xf0 x9f x98 x92 ,Negative,Hate Speech & Abusive,Individual,Gender
 layak di bubarkan mari kita buat referendum rakyat untuk bubarkan dewan perwakilan rakyat ,Negative,Hate Speech,Group,Other
 setan perusak diet ,Negative,Abusive,Other,Other
 kalau tidak laporkan sekalian bra i fix kalau satu gerbong ,Positive,Neutral,Other,Other
 enggak usah diingatkan dong kampret kamu ,Negative,Abusive,Other,Other
terima keputusan presiden kalau partai komunis indonesia muncul gebuk ,Negative,Hate Speech,Group,Race
minggu pe sama digitasi minggu kedua rektifikasi proses pembaruan pbb layouting pbb menyenangkan sekali kp di sini bisa belajar map info global mapper arcgis sama autocad dimana saya cacat di apps tersebut ,Positive,Neutral,Other,Other
 aduh bagaimana mata gue yang sipit banget padahal im not a cina myself aduh sabar ya adikku ,Positive,Neutral,Other,Other
terima kasih pak gubernur atas pujiannya,Positive,Neutral,Other,Other
 islam pakai huruf gede semua wah tenang kami tidak buta mata tidak buta hati dan tidak hilang nurani kau boleh memilih semaumu jadi aku pun boleh memilih semauku adilkan kecuali kamu tidak menge i makna keadilan ,Positive,Neutral,Other,Other
indonesia palsu tanah pelacuran,Negative,Hate Speech & Abusive,Group,Gender
 memang menurut kamu tim 1 tidak pakai usaha di produce semua orang mulai dari 0 sampai akhirnya bisa ke titik te inggi di sana tim 2 memang bisa perform lancar tanpa cacat tetapi dilihat darimanapun tim 1 lebih bagus dan pantas buat men,Positive,Neutral,Other,Other
presiden jongos selalu menunggu aba tuan cina nya apalagi yang dibantai muslim bukan cina kafir ,Negative,Hate Speech & Abusive,Individual,Religion
 para bani kampret otak micin banyak be anya om bud kenapa pemerintah mesti keluar duit untuk freepo kan sudah mau habis kontrak nya mungkin om bud bisa membantu ,Negative,Hate Speech & Abusive,Group,Other
nih gue lengkapi dengan videonya kitab suci itu adalah fiksi penista agama itu bernama ,Negative,Hate Speech,Individual,Religion
dan gus dur bersikap sebagai seorang pemimpin muslim yang ramah idealis namun mencintai perbedaan pluralisme keren,Positive,Neutral,Other,Other
mantap ,Positive,Neutral,Other,Other
semua salah jokowi hanya di rezim jahat diktator otoriter komunis kafir zalim inilah membuat organisasi papua merdeka sampai mulai uniform resource locator,Negative,Hate Speech,Individual,Religion
 nama ,Negative,Hate Speech & Abusive,Individual,Other
komunis keren ,Positive,Neutral,Other,Other
 untung presidennya bapak jokowi mungkin kalau bukan beliau pasti nih bandara sudah mangkrak di tengah jalan terima kasih bapak presiden salam 2 periode,Positive,Neutral,Other,Other
kepala unit binaan masyarakat inspektur polisi dua mt hutasoit melaksanakan sambang dan menyampaikan pesan pesan keamanan dan ketertiban masyarakat tentang pilihan gubernur dan pilihan kepala daerah 2018 kepada karyawan bank rakyat indonesia ranting muara damenra silit dan kawan kawan di desa hutanagodang kecamatan muara kabupaten tap utara ,Positive,Neutral,Other,Other
meski banyak isu yang menerpa sepe i feminisme rasialisme dan bahkan lgbt kayak di film mulan frozen dan remake live action cantik and the beast tetap salah satu kekuatan film animasi disney pada lagu lagunya yang bisa bikin penonton ikut sing along menyenangkan,Positive,Neutral,Other,Other
 seriawan hamid marah besar saya menilai presiden amp jajarannya berpotensi jadi penghianat bangsa terkutuklah kalian jika kelak terjadi petaka pada negeri ini ,Negative,Hate Speech,Group,Other
 rezim plonga plongo kacung cina sudah plonga plongo dungu lagi haha ,Negative,Hate Speech & Abusive,Individual,Race
bom jiah xe2 x9d xa4 ,Positive,Neutral,Other,Other
 ya sudah nanti kita jalan berdua sipit tinggalkan saja ,Positive,Neutral,Other,Other
gubernur yang membuat bangga bangsa indonesia,Positive,Neutral,Other,Other
i added a video to a playlist,Positive,Neutral,Other,Other
bangkai wkwk ini itu kayak habis putus terus terngiang ngiang dulu itu yang memandikan kucing dia eeeeeee baik baik ,Negative,Abusive,Other,Other
 haha bikin yang menonton pada ikutan sarap seperti dadan kalau sudah main main gitar ,Negative,Abusive,Other,Other
jokowi anti islam akan diusung lawan lawan politik buzzer dari rezim,Negative,Hate Speech,Individual,Religion
 barometernya sudah terang di pilihan kepala daerah daerah khusus ibukota pertahanan 60 dan pada akhirnya tumbang di kotak pemilih dan hasilnya dapat gubernur yang akan membawa rahmat bagi semua ,Positive,Neutral,Other,Other
semakin lama semakin terdedah xe2 x80 x9cluka xe2 x80 x9d dan xe2 x80 x9ccacat xe2 x80 x9d aku ,Positive,Neutral,Other,Other
 lagi pada ngeles om anies sandi,Negative,Hate Speech,Individual,Other
allah subhanahu wa taala tak paham toleransi harus dibuang ingin belajar toleransi keindonesiaan gabung sabang merauke 2016,Negative,Hate Speech & Abusive,Group,Religion
jangan sedih kalau pas makan siang lihat sendok saja ada pasangannya garpu taplak tidak ada pasangannya kok sama dia saja ,Positive,Neutral,Other,Other
 boleh banget rezim ini memang anti islam dan anti ulama ini buktinya uniform resource locator,Negative,Hate Speech,Group,Religion
 cupu kamu bawa bawa squad ,Negative,Hate Speech & Abusive,Individual,Other
setuju usir saja keturunan arab india cina termasuk kamu zul uniform resource locator,Negative,Hate Speech,Group,Race
jadi sebenarnya dokumen hasil tim pencari fakta munir itu tidak hilang yang hilang adalah nyali politik jokowi kenapa apa karena kasus ini terjadi di era mega ,Negative,Hate Speech,Individual,Other
 ayas kunyuk ,Negative,Abusive,Other,Other
badan pengawas pemilihan umum menyatakan partai keadilan dan persatuan indonesia lolos memenuhi syarat mengikuti pilihan kepala daerah 2019 liputan 6 sctv,Positive,Neutral,Other,Other
2 presiden yakin indonesia akan menjadi negara yang semakin besar kokoh dan kuat apabila ulama dan umara nya selalu beriringan se a menjaga tali silaturahmi jokowi ajak ulama sejukkan pemilihan kepala daerah,Positive,Neutral,Other,Other
 aku enggak dicepatkan lo akhirnya jijik sendiri woi iya ikutan tahan napas aku pas kejar kejaran ,Positive,Neutral,Other,Other
 es degan negaranya ada kedutaan besar israel dan menjalin hubung diplomatik jokowi tidak menjalin hubung diplomat es degan antek yahudi ,Positive,Neutral,Other,Other
 salut atas keikhlasan bersedekah menghabiskan dana miliar untuk,Positive,Neutral,Other,Other
kunjungan anies ke turki tuai pujian ribuan warganet katanya ini gubernur apa presiden selengkapnya ,Positive,Neutral,Other,Other
 kayak kamu terkutuk ,Negative,Hate Speech & Abusive,Individual,Other
 anda hebat bisa mengukur kadar keimanan seseorang tetapi kadarmu tak kamu lihat apakah anda tergolong orang yang sudah picek mata hatinya ,Negative,Hate Speech & Abusive,Individual,Physical
 orang gila tanpa gangguan mental adalah orang yang paling logis dan ,Positive,Neutral,Other,Other
 biasa sih somad sebenarnya ingin minum kopi di starbucks tetapi tidak bisa mad somad iya minum kopi ayo terus entar gue tampari cocot kamu biar tambah monyong ,Negative,Hate Speech & Abusive,Individual,Other
 yang mau ganti presiden calon tidak,Positive,Neutral,Other,Other
dari 2 tahun lalu teriak teriak jokowi diktator tapi sampai sekarang yang teriak kayak begitu tetap bisa hidup nyaman ironis menurut gue ,Negative,Hate Speech,Individual,Other
sinting sih bukan cuma pemain sepak bola tapi juga jualan bahan kimia uniform resource locator,Negative,Abusive,Other,Other
soal ujian sekolah sekolah dasar pendidikan agama islam pai ,Positive,Neutral,Other,Other
 anjir di fuck sama kontol kuda uniform resource locator,Negative,Abusive,Other,Other
islam nusantara hanya sebagai taming komunis dan syiah liberal untuk menghancurkan islam di indonesia ,Positive,Neutral,Other,Other
 partai keadilan sejahtera juga antek komunis itu,Negative,Hate Speech,Group,Race
 patung tugu rata menawar besanding lokasi di di simpang tiga kampung kagungan ratu kecamatan tulang bawang udik lampung tebak gambar im3 ooredoo ,Positive,Neutral,Other,Other
angkat tangan jangan bergerak serius sumpah demi apa lucu ,Positive,Neutral,Other,Other
 apa yang dilakukan o rezim pemerintah sekarang memang perlu mendapat apresiasi di sisi lain ada beberapa pekerjaan rumah yang perlu di selesaikan semoga di periode ke 2 bisa di tingkatkan pak deh harus berani kamu membenahi pekerjaan rumah,Positive,Neutral,Other,Other
 saya mengajak agar para ulama mendinginkan situasi menyejukkan situasi ungkap presiden jokowi ,Positive,Neutral,Other,Other
saya bukan ahli ekonomi tapi pernah dengar kalau cetak banyak uang malah membuat inflasi dan rupiah harga cetaknya sesuai nominalnya kok bisa admin berkata spe i itu mohon koreksi kalau salah,Positive,Neutral,Other,Other
 tertawa memaki diri sendiri noob wkwk eh by the way kamu out dari ena bang ,Positive,Neutral,Other,Other
kali ini saya angkat jempol sama bukan pada soal isi pernyataannya melainkan pada tindakannya yang bisa jadi aksi tes the water dengan begini ketahuan mana pembela agama sejati dan mana yang abal abal yang mendukung pernyataan ,Positive,Neutral,Other,Other
mau marah tetapi kok kasihan sama yang sudah kerja keras tanpa bacot tetapi kalau didiamkan yang kerja keras banyak bacot malah tambah bau mulutnya ,Negative,Hate Speech & Abusive,Individual,Physical
oh ya lupa terima kasih banyak pak sejak bapak jadi presiden barulah jalan negara di tempat kami terjamah aspal mulus pos lintas batas tidak malu memalukan lagi serasa sudah berada di surga pak ,Positive,Neutral,Other,Other
 cont mendekati phoebe dengan tatapan xe2 x80 x94entah lah keanu tidak merasa terintimidasi hanya saja terlalu tidak ramah untuk orang asing yang baru be emu sementara ilya yang berada di gendongan nya pun ia hadapan kan ke depan tangan mungil nya,Positive,Neutral,Other,Other
 suruh sih munawar itu mimik kencing onta munawar yang munafik ,Negative,Hate Speech & Abusive,Individual,Other
 bisa tapi harus siap diejek kafir komunis antek asing dan sebagainya ,Positive,Neutral,Other,Other
 merebut saham utang lagi utang lagi tukang tipu duit pinjaman terus dipakai untuk pencitraan somplak benar rezim ini ,Negative,Hate Speech & Abusive,Individual,Other
 oh scamming ya urus lah bego orang kamu butuh ,Negative,Hate Speech & Abusive,Individual,Other
orang yang sering te awa belum tentu gila dan orang yang tidak pernah te awa belum tentu waras ,Positive,Neutral,Other,Other
 tangkap dan bunuh saja itu bajingan percuma kalau mengharap sama penegak hukum ,Negative,Abusive,Other,Other
 eh bang perek baru kelihatan xf0 x9f x98 x82 xf0 x9f x98 x82 ,Negative,Abusive,Other,Other
 iya game yang diangkat film yang bagus apa coba assassin si creed kacrut juga residen evil mungkin oke ,Negative,Hate Speech & Abusive,Group,Other
tak pasal keluar perkataan babi bila baca last twit xf0 x9f x98 xad uniform resource locator,Negative,Abusive,Other,Other
 dan saya yakin anis menang di gurun pasir banyak onta nya ,Negative,Hate Speech & Abusive,Individual,Other
 jancuk ,Negative,Abusive,Other,Other
 sih dongok sudah menumpang makan sama rakyat kerjanya cuma bisa nyinyir ,Negative,Hate Speech & Abusive,Individual,Other
 iya sih tapi sampai emak ku bilang tertawa nya kayak kunti ,Positive,Neutral,Other,Other
yang patut ditunggu oleh kita semua dan bani hoaks mulai membangun ahok sepe i nelson mandela dan npe anyaan memalukannya selanjutnya adalah apakah ahok ditahan di lupa sepe i mandela dan mandela itu pahlawan sementara ahok itu pemimpin yang suka marah marah di,Negative,Hate Speech,Group,Other
 basmi dulu punya kamu malah memperhatikan orang lain sih onta ,Negative,Hate Speech & Abusive,Individual,Other
ganyang partai komunis indonesia itu kewajiban dalam menjaga negara kesatuan republik indonesia dan pancasila uniform resource locator,Negative,Hate Speech,Group,Race
 keren amat wa eg pakai taplak mejanya ,Positive,Neutral,Other,Other
 memang dipikirnya ada agama asli indonesia islam impor kristen impor hindu impor buddha impor yahudi impor bahkan komunisme pun impor yang tidak impor itu aliran animisme dan dinamisme mau dipelihara lagi aliran jahiliyah itu x ya ,Negative,Hate Speech,Individual,Religion
 anjir memikirnya mengocok ya ,Negative,Abusive,Other,Other
 sama ku dulu negeri dan termasuk yang favorit jadi favorit buat yang minoritas karena tidak jadi minoritas di sana 50 50 yang muslim amp kristen katolik di kelasku malah masing masing sepe iga tidak tahu sekarang masih begitu tidak ,Positive,Neutral,Other,Other
seni budaya,Positive,Neutral,Other,Other
 yang jelas karena bukan orang orangnya ahok atau p jokowi dianggap bukan menghina islam tetapi cuma kepleset lidah saja itulah kalau bela bela agama cuma diniatkan menghajar lawan politik agama kok jadi alat transaksi politik memal,Negative,Hate Speech,Individual,Religion
 kuda sepertinya bukan onta wkwk ,Positive,Neutral,Other,Other
dasar jadi cina kok goblok mau saja bayarkan kucing gembrot model begituan ,Negative,Hate Speech & Abusive,Individual,Race
